id;text;category;start_position_1;start_position_2;start_position_3;stop_position_1;stop_position_2;stop_position_3
2363365;"RT @MVCCLibrary: A packed house for our panel discussion on sexual assault in the media, politics, 
 &amp; the workplace in light of the #metoo?";SEXUAL_LIFE;60;;;63;;
2363359;"RT @joncoopertweets: Nicole [Eggert] answered all of their questions for over an hour and told her story of sexual abuse by Scott Baio whe?""";SEXUAL_LIFE;108;;;111;;
2363314;1 in 5 High School girls have experienced sexual dating violence. As part of @PBS s show, #MeToo;SEXUAL_LIFE;42;;;45;;
2363308;"RT @CFDT: || DOSSIER || Et si les violences sexistes et sexuelles au travail narrivaient pas quaux autres?
De #Metoo ? #Balancetonporc, s?";SEXUAL_LIFE;44;;;47;;
2363275;RT @ThePortlandTrib: 23 women described sexual harassment by the senator, leading to his resignation: https://t.co/Os2NPFk0sc;SEXUAL_LIFE;40;;;43;;
2363271;RT @WashTimes: In this day and age of sexual harassment scrutiny and spreading #MeToo movements;SEXUAL_LIFE;38;;;41;;
2363267;RT @emorwee: IMO, this is the most important part of my piece on @NSFs sexual harassment reforms: The reaction from women scientists https?;SEXUAL_LIFE;71;;;74;;
2363251;RT @ThinkingCAPpod: We know from the data that black women are more likely to be sexually assaulted;SEXUAL_LIFE;81;;;84;;
2363250;"@NSF is making an important first step to fight #sexualharassment in Science &amp; academia by requiring institutions i? https://t.co/9xzXTN7P0s";SEXUAL_LIFE;49;;;52;;
2363243;"RT @PaulySigh: Just a note in this coverage: tickling = abuse. If youre prone to dismissing it as simply tickling"" think again. Child sex?""";SEXUAL_LIFE;134;;;137;;
2363240;"RT @SportsDayHS: How much longer are we going to disguise kids acts of sexual assault as sports hazing? | #MeToo #txhsfb #txhssoccer

Colu?";SEXUAL_LIFE;71;;;74;;
2363228;RT @BlasianBytch: I was sexually assaulted, sought help through my companys mental health crisis line and was fired the next day, Im now?;SEXUAL_LIFE;24;;;27;;
2363169;RT @feministesbcn: Som conscients de lenorme impunitat que tenen els abusos sexuals a les treballadores de la llar i les cures? (encara m??;SEXUAL_LIFE;76;;;79;;
2363125;RT @brittuniverse: A Black woman who worked in Annapolis has come out about being sexually harassed. Now would be the time to put your theo?;SEXUAL_LIFE;82;;;85;;
2363097;Women like Trina experience sexual assault at the hands of police officers. #CPACNow would create a system of accou? https://t.co/Qy68JavNqS;SEXUAL_LIFE;28;;;31;;
2363083;"Whos a sexual harasser? #NotNolan

@Spacekatgal Lying and libelous claims only hurts the #MeToo movement, which yo? https://t.co/BVLm5TLOix";SEXUAL_LIFE;7;;;10;;
2363064;RT @insidehighered: 10 women have issued an open letter accusing a prominent professor there of repeated sexual harassment, as well as beha?;SEXUAL_LIFE;105;;;108;;
2363062;This is incredible reporting by @AlexiaCampbell on 60 women who have filed sexual harassment complaints against IHO? https://t.co/XgOr0FpPcl;SEXUAL_LIFE;75;;;78;;
2363055;the person to talk to for a victim of sexual harassment is a attorney, a cop, or a judge. Not the Agora, not facebo? https://t.co/Mbp3uUrlPK;SEXUAL_LIFE;38;;;41;;
2363053;"RT @kainazamaria: This is incredible reporting by @AlexiaCampbell on 60 women who have filed sexual harassment complaints against IHOP &amp; Ap?";SEXUAL_LIFE;93;;;96;;
2363041;RT @AlbertSamaha: ?Anna stands at the intersection of two cultural shifts: the rising credibility of women who report sex crimes in the #Me?;SEXUAL_LIFE;118;;;121;;
2363007;RT @DailyO_: #Re Now, a feminist Mumbai poet accused of harassing young girls with sexts | @BucketheadCase | https://t.co/hM7Gxlf2mX;SEXUAL_LIFE;83;;;86;;
2362995;If youre into #metoo,think cops are okay (you guess), and think the rights of former sex workers matter, you might? https://t.co/GvadJbLK6b;SEXUAL_LIFE;85;;;88;;
2362955;US military plagued by sexual assault: #MeToo in the military https://t.co/p6v851YjSw;SEXUAL_LIFE;23;;;26;;
2362951;"RT @PolitzOficial: Mulheres posam nuas em revista esportiva para combater abusos sexuais na campanha do #MeToo.

#POLITZ: ???????? 

fuck t?";SEXUAL_LIFE;81;;;84;;
2362936;"Was I guilty of #sexualharassment?"" my husband wanted to know. #metoo #officeromance #Zodiac? https://t.co/XGkMmF8jx4""";SEXUAL_LIFE;17;;;20;;
2362933;RT @TraciHinden: Yes! Corporations should@not be able to hide their #sexharassment behind closed doors! #MeToo #timesup  so proud of all th?;SEXUAL_LIFE;69;;;72;;
2362908;Seems if you a paedophile, rapist or sexual harasser, 2018 is not your year. In fact, it may the year and many more? https://t.co/rAK9qIpFql;SEXUAL_LIFE;37;;;40;;
2362896;"Was I guilty of #sexualharassment?"" my husband wanted to know. #metoo #officeromance https://t.co/wo2EDlOC0D https://t.co/zQCCnvaxZK""";SEXUAL_LIFE;17;;;20;;
2362879;RT @KarenWL_C: Wait, what? Why is it sexual harassment if someone asks for consent? #metoo #theagenda #stevepaikin #cdnmedia https://t.co/U?;SEXUAL_LIFE;37;;;40;;
2361684;RT @bekiaes: Paul Marciano, director creativo de Guess, responde a las acusaciones de abuso sexual de Kate Upton #metoo https://t.co/ZPhn1T?;SEXUAL_LIFE;92;;;95;;
2361679;RT @LiveAction: Child porn. Sexual harassment. Rape. Planned Parenthood a haven for sex offenders. #metoo #timesup https://t.co/aUOVHBwdwq;SEXUAL_LIFE;84;;;87;;
2361661;RT @Zaggy_Stardust: #MeToo fatigue? If some people are tired of hearing about sexual harrassment and assault after a few months, imagine ho?;SEXUAL_LIFE;78;;;81;;
2361646;RT @monaeltahawy: For years, I could not tell my parents what happened to me or speak about being sexually assaulted during Haj for this re?;SEXUAL_LIFE;98;;;101;;
2361636;#MeToo fatigue? If some people are tired of hearing about sexual harrassment and assault after a few months, imagin? https://t.co/DfSBeWx89f;SEXUAL_LIFE;58;;;61;;
2361634;Long before #MeToo, she fought Iowa Capitol sexual harassment behind closed doors https://t.co/orKpsNcpGH via @DMRegister;SEXUAL_LIFE;44;;;47;;
2361587;RT @DailyO_: #Jeetendra is not the first Indian celeb to face #sexualharassment charges: Here are 10 others https://t.co/a7Ikc9d6Sn https:/?;SEXUAL_LIFE;63;;;66;;
2361573;RT @ESTBLSHMNT: If you want to support sex workers;SEXUAL_LIFE;39;;;42;;
2361552;Jeetendra is not the first Indian celeb to face sexual harassment charges: Here are 10 others https://t.co/dkQQQ5pZsx;SEXUAL_LIFE;48;;;51;;
2361548;Long before #MeToo, she fought Iowa Capitol sexual harassment behind closed doors https://t.co/qMoFvfEmG8;SEXUAL_LIFE;44;;;47;;
2361534;RT @ozark_lady: Vince Gill reveals his own sexual harassment experience: I never told anyone -Sad story but glad he?s able to talk about it?;SEXUAL_LIFE;43;;;46;;
2361528;RT @AssoLallab: Plusieurs ? musulmanes ont partag? ces derniers jours leurs exp?riences de harc?lements sexuels v?cus ? la Mecque lors du t?;SEXUAL_LIFE;104;;;107;;
2361517;Interesting review of #metoo and combating sexual harassment in #archaeology. It hasnt been my experience but I do? https://t.co/wtVDSyypgD;SEXUAL_LIFE;43;;;46;;
2361504;RT @YWCAUSA: Women with disabilities are often excluded from conversations about sexual harassment and assault?including at colleges, where?;SEXUAL_LIFE;81;;;84;;
2361465;"Here is their privilege:
?Demasculinization 
?Accused of #metoo if they look at a woman 
?Have to prepare a sex con? https://t.co/ZF77WqvE8R";SEXUAL_LIFE;108;;;111;;
2361464;RT @FarLeftWatch: Yesterday the House passed Mia Loves legislation to stop taxpayer funding of sexual settlements. This has not been cover?;SEXUAL_LIFE;95;;;98;;
2361428;RT @FPBland: Court secrecy hurts people. For example, it enables corporations to hide the truth about sexual harassment. Join @Public_Justi?;SEXUAL_LIFE;102;;;105;;
2361420;".@NorahODonnell Describing a male reporter as hot"" on @CBSThisMorning was inappropriate and sexist. You owe him an? https://t.co/MXNsXdsKMD""";SEXUAL_LIFE;92;;;95;;
2361400;RT @Public_Justice: Court secrecy enables corporations to hide the truth about sexual harassment. Join us to fight for victims of workplace?;SEXUAL_LIFE;79;;;82;;
2361331;"RT @MarkBarrettACT: ICYMI: @SenThomTillis calls for Senate probe of #USOC, #USAGymnastics after #Nassar sexual abuse: People need to be he?""";SEXUAL_LIFE;104;;;107;;
2361319;"RT @TheArcUS: #MeToo: Helping women with intellectual &amp; developmental disabilities talk about sexual violence with health care professional?";SEXUAL_LIFE;98;;;101;;
2361271;"This is the avenue you are taking to communicate to the world that its not okay to sexually harass a woman?
You ne? https://t.co/6bUjDQe8vZ";SEXUAL_LIFE;83;;;86;;
2361246;"ICYMI: @SenThomTillis calls for Senate probe of #USOC, #USAGymnastics after #Nassar sexual abuse: People need to b? https://t.co/FLjtJyf7Mm""";SEXUAL_LIFE;84;;;87;;
2361208;Glad to see @DevCanada and @PlanCanada tackling #metoo and talking about how it?s about addressing sexual violence? https://t.co/LeRUhBAhyO;SEXUAL_LIFE;99;;;102;;
2361204;RT @VoiceOverXtra: 16 women accuse #voiceover actor/coach #PeterRof? of #sexually #harassing them ... complaints made to NYPD Special Victi?;SEXUAL_LIFE;73;;;76;;
2361203;IMO, this is the most important part of my piece on @NSFs sexual harassment reforms: The reaction from women scien? https://t.co/m9GTHSQHkC;SEXUAL_LIFE;58;;;61;;
2361195;RT @sreidocregister: Breaking news from @ocregister Swimming star Ariana Kukors alleges @TeamUSA @USAswimming coach Sean Hutchison sexually?;SEXUAL_LIFE;131;;;134;;
2361157;We know from the data that black women are more likely to be sexually assaulted;SEXUAL_LIFE;61;;;64;;
2361154;RT @JohnDeSilvestri: Peter Rofe sexually assaulted 2 of my dear friends in the VO booth as well as 30 other women. https://t.co/dd128Vn7ba.?;SEXUAL_LIFE;32;;;35;;
2361151;@YouHadOneJ0B @GolfNorman This is a prelude to sexual assault #metoo;SEXUAL_LIFE;47;;;50;;
2361134;2 bills could forever change how Massachusetts campuses respond to sexual assault?but only if theyre passed. Sign? https://t.co/ok1d2SE8SU;SEXUAL_LIFE;67;;;70;;
2361133;RT @StylistMagazine: . @billiepiper reveals that she was ?oversexualised? during height of pop career https://t.co/DKH7CQHcZv https://t.co/?;SEXUAL_LIFE;62;;;65;;
2361088;RT @ArchitectsJrnal: 1 in 7 women architects have experienced sexual harassment in the past 12 months, an AJ survey has revealed #womeninar?;SEXUAL_LIFE;62;;;65;;
2361080;Too many lawyers have #MeToo stories to share. Come learn what steps we can take to prevent #sexualharassment in fi? https://t.co/8WNHmRr609;SEXUAL_LIFE;93;;;96;;
2361004;The message of the Sports Illustrated Nude shoot? We can express our sexuality openly, but if men respond openly in? https://t.co/0MUUhDRZUE;SEXUAL_LIFE;69;;;72;;
2356595;RT @anti_sexism: Dapr?s Closer (oui, d?sol?e...), une plainte pour agression sexuelle a ?t? d?pos?e il y a plusieurs ann?es contre Nicolas?;SEXUAL_LIFE;9;;;12;;
2356579;"RT @WIONews: American model and actress @KateUpton opens about sexual abuse #MeToo
https://t.co/atR6gnjf9h";SEXUAL_LIFE;63;;;66;;
2356544;A long overdue debate #MeToo Women are speaking out about being sexually harassed during Hajj https://t.co/DPVKMK8RZO;SEXUAL_LIFE;64;;;67;;
2356486;RT @jonmitchell_jp: Okinawa: NCIS reports obtained via #FOIA reveal sexual violence is endemic among USMC on island - dozens of service mem?;SEXUAL_LIFE;68;;;71;;
2356480;"American model and actress @KateUpton opens about sexual abuse #MeToo
https://t.co/atR6gnjf9h";SEXUAL_LIFE;50;;;53;;
2356458;RT @DardEdiscourse: all men as defacto sexists and potential rapists . I hv processed Lotta #MeToo accounts. One thing which struck me was?;SEXUAL_LIFE;39;;;42;;
2356405;Workers in low-paying service jobs are especially vulnerable to sexual harassment and violence. #MeToo  https://t.co/pGs1pu9hLF;SEXUAL_LIFE;64;;;67;;
2356399;RT @ingdk: Kampagnen #ogs?p?dtu skulle s?tte fokus p? sexchikane p? @DTUtweet i forl?ngelse af #MeToo-bev?gelsen. Ledelsen fik den stoppet?;SEXUAL_LIFE;54;;;57;;
2356368;RT @EdmondsCC: What can we learn from #MeToo?Join the HEART Team today for a campus conversation about the national movement around sexual?;SEXUAL_LIFE;132;;;135;;
2356347;RT @NSVRC: A college sexual assault counselor explains how hard it can be for a survivor to speak out https://t.co/nnc5baKfr3 #MeToo https:?;SEXUAL_LIFE;21;;;24;;
2356341;RT @anti_sexism: Dapr?s Closer (oui, d?sol?e...), une plainte pour agression sexuelle a ?t? d?pos? il y a plusieurs ann?es contre Nicolas?;SEXUAL_LIFE;9;;;12;;
2355373;Im just gonna be honest. Im tired of hearing all these scandalous sexual abuse/misconduct/harassment accusations? https://t.co/lfSVYAGy6X;SEXUAL_LIFE;66;;;69;;
2355372;RT @idsnews: SPH-H30: Topical Seminar in Health Education will offer a section focusing on #MeToo, sexual health and harassment prevention.?;SEXUAL_LIFE;99;;;102;;
2355350;@BravenakBlog Is #MeToo about getting sexual harassment out of the work place or everywhere? To go after the latter? https://t.co/xSP95zWa4r;SEXUAL_LIFE;38;;;41;;
2355329;RT @Chris_L_Massey: Not satisfied with being the party of sexual assault, @GOP now deems it no big deal for a husband to beat his wives, ma?;SEXUAL_LIFE;58;;;61;;
2355306;"RT @UmmAlMumineen: One woman has been sexually harassed multiple times during her many visits to Mecca.?
She said harassment is most common?";SEXUAL_LIFE;38;;;41;;
2355305;"RT @najwazebian: Enough is enough.
Enough sexual harassment. 
Enough taking advantage of vulnerable women.
Enough silencing women.
Enough b?";SEXUAL_LIFE;42;;;45;;
2355279;@e_urq Is responding to the threat of physical or sexual violence an overreaction? I dont think so #MeToo;SEXUAL_LIFE;50;;;53;;
2355268;"RT @anthroqveer: Me Too, god dammit. #MeToo 

[tw sexual assault, consent, death ideation] https://t.co/TAscwc8z66";SEXUAL_LIFE;50;;;53;;
2355223;RT @womensworldbnkg: In the U.S., an estimated three out of four sexual harassment incidents go unreported because of fear of retaliation,?;SEXUAL_LIFE;65;;;68;;
2355222;#metoo #mentoo. Sexual Predators are not only heterosexual men. #stronger;SEXUAL_LIFE;52;;;55;;
2355216;RT @workersworld: In this period of mass resistance by women against sexual harassment, misogyny and sexism, a recent forum in NYC took up?;SEXUAL_LIFE;69;;;72;;
2355208;"I fully support the #metoo movement but..."" - Every man accused of sexual harassment ever""";SEXUAL_LIFE;67;;;70;;
2355191;RT @tessairini: I wrote about how NZs tough defamation laws could silence a local wave of #MeToo sexual assault reporting. ft @duncangreiv?;SEXUAL_LIFE;97;;;100;;
2355182;RT @sreidocregister: Another survivor steps foward former WR holder @ArianaKukors alleges @TeamUSA @USASwimming Sean Hutchison sexually abu?;SEXUAL_LIFE;127;;;130;;
2355168;RT @mdoukmas: BREAKING: 10 former @NorthwesternU @MedillSchool allege sexual harassment and assault by @MedillJustice director Alec Klein #?;SEXUAL_LIFE;70;;;73;;
2355158;@Iilackingdom @halsey Saying this in my head right now to those assholes who sexually harassed, used and took advantage of me #Metoo;SEXUAL_LIFE;77;;;80;;
2355138;Women are speaking out about being sexually harassed during Hajj https://t.co/7X2rnyr4f3 #metoo;SEXUAL_LIFE;35;;;38;;
2355129;Wasnt half the point of the #metoo movement that we should start believing women?? Not just re:sexual harassment b? https://t.co/4t8hE7AhQC;SEXUAL_LIFE;95;;;98;;
2355092;RT @lgbtqnation: I was a bisexual high school student when they cornered me. This is my #metoo story. https://t.co/Se2W0rahEL;SEXUAL_LIFE;27;;;30;;
2355088;RT @annvkeeling: Kudos @DrTedros! Statements from organisation leaders on sexual harassment set the direction for change. This problem need?;SEXUAL_LIFE;74;;;77;;
2355067;"RT @mihotep: Attention @UCSF

Heres an appropriate response from a major university to accusations of sexual harassment &amp; intimidation aga?";SEXUAL_LIFE;102;;;105;;
2355004;"RT @NARAL: .@TaranaBurke started #MeToo over a decade ago, using the phrase to bring awareness to the pervasiveness of sexual abuse &amp; assau?";SEXUAL_LIFE;119;;;122;;
2354970;"Canadian Armed Forces criticized for taking sexual misconduct TOO seriously: https://t.co/8rdff9AmPO
Considering wh? https://t.co/VjFdazCIuk";SEXUAL_LIFE;44;;;47;;
2354964;I did everything that our companys code of conduct said to do. I reported sexual harassment and discrimination jus? https://t.co/FQzcyoLBxi;SEXUAL_LIFE;74;;;77;;
2354956;RT @LiveAction: STUDY: Nearly 30 percent of sex trafficking victims visited a Planned Parenthood, yet the abortion giant routinely covers u?;SEXUAL_LIFE;44;;;47;;
2354904;"Nothing says I?m against sexual harassment &amp;the objectifying of women more than writing #metoo on a naked female bo? https://t.co/kal1SaIDQ8";SEXUAL_LIFE;25;;;28;;
2354886;"RT @HarvardBiz: HBR is discussing sexual harassment &amp; the workplace with our latest Big Idea: Managing #MeToo. Subscribe now to get exclusi?";SEXUAL_LIFE;34;;;37;;
2354869;@mitchellvii Sicho sexual pervert @JoeBiden sexually harassers female secret service agents by swimming naked in fr? https://t.co/CKCC33Yy3j;SEXUAL_LIFE;19;;;22;;
2354862;RT @CTVMercedes: We have another story about the military sexual misconduct class action lawsuit tonight on @CTVNationalNews... as PM @Just?;SEXUAL_LIFE;58;;;61;;
2354769;@DallasIrey No she just accuse him of sexually harassing her or  something like that just to be relevant in the #metoo movement.;SEXUAL_LIFE;38;;;41;;
2354681;RT @CTVMercedes: Full story on Feds fighting the lawsuit brought by veterans and serving troops who allege sexual assault, harasssment and?;SEXUAL_LIFE;107;;;110;;
2354680;#FoxNews -OMG #MeToo got it all wrong! This is not a woman?s liberation but rather a sexual promotion of women part? https://t.co/HLbXrzuOC2;SEXUAL_LIFE;85;;;88;;
2354638;@RadioFreeTom Ohhh. Point taken. Still, I don?t see how the #metoo movement is necessarily linked with the sexual r? https://t.co/TgRjqw3hCq;SEXUAL_LIFE;107;;;110;;
2354401;"MeToo"" movement discussion reveals sexual assault ? Kingston Police";SEXUAL_LIFE;35;;;38;;
2354393;RT @ONUMujeresChile: Para cambiar la cultura, primero hay que entender qu? es la violencia sexual y el acoso. M?s informaci?n en: https://t?;SEXUAL_LIFE;91;;;94;;
2354382;I was a bisexual high school student when they cornered me. This is my #metoo story. https://t.co/ih5URujVh3;SEXUAL_LIFE;10;;;13;;
2354357;RT @slsandpet: @Ross_Summers @cunningham_cch @BIAUS And there are allegations of serial sexual abuse #metoo;SEXUAL_LIFE;88;;;91;;
2354356;Holy cowbells! These dudes are the coolest! An app to help fight off sexual assault in day to day life!? https://t.co/bmctcgGvLg;SEXUAL_LIFE;69;;;72;;
2354355;RT @Breakingviews: Watch: Breakingviews columnists discuss why some companies are punished for sexual-harassment transgressions, while othe?;SEXUAL_LIFE;95;;;98;;
2354346;Breakingviews TV: #MeToo risk - Some companies are punished for sexual-harassment transgressions, Steve Wynn?s empi? https://t.co/exHxTxwHEb;SEXUAL_LIFE;64;;;67;;
2354341;Grand Ol Party of Hypocrisy.  They demand that Dems return any ?tainted money? from accused sexual abusers, but tha? https://t.co/ownU2aBl84;SEXUAL_LIFE;92;;;95;;
2354332;Breaking News Update Breakingviews TV: #MeToo risk - Some companies are punished for sexual-harassment transgressio? https://t.co/q86oAkK2cQ;SEXUAL_LIFE;85;;;88;;
2353590;RT @snarwani: Wait. THIS is what happens when an American kid tries to escape sex slavery? Where?s the #MeToo campaign on this? https://t.c?;SEXUAL_LIFE;78;;;81;;
2353585;Cornell frat - probation after a pig roast contest to have sex with overweight women - #Cornell #metoo #misogyny https://t.co/Adls0TavYH;SEXUAL_LIFE;59;;;62;;
2353566;"@chucktodd woman see attacks on Pelosi, especially in Trump era, as sexism &amp; misogyny. This is just more incentive? https://t.co/zYERipzW3l";SEXUAL_LIFE;68;;;71;;
2353545;"RT @TheGirlGen: FGM is a form of sexual violence - of course it should be part of #MeToo. Being attacked because of our gender unites us.""?""";SEXUAL_LIFE;33;;;36;;
2353532;RT @brycecovert: People who work in restaurants, fast food joints, and bars face the highest rates of sexual harassment. Can #MeToo finally?;SEXUAL_LIFE;102;;;105;;
2353529;I don?t understand why a ?group of guys? is intimating? Pretty sexist to assume we are all rapists. #MeToo https://t.co/TWOTNb4adE;SEXUAL_LIFE;63;;;66;;
2353483;RT @CTVMercedes: One of the lead plaintiffs in the class action sexual harassment lawsuit against the military says shes disgusted with th?;SEXUAL_LIFE;64;;;67;;
