id;text;category;start_position_1;start_position_2;start_position_3;stop_position_1;stop_position_2;stop_position_3
1350989;"RT @tagesthemen: Es bewegt sich was: #metoo bricht die Schweigespirale auf. Und diesmal wird es danach nicht wieder zappenduster."" @SoniaM?""";WEALTH;45;;;49;;
1351033;"RT @tagesthemen: Es bewegt sich was: #metoo bricht die Schweigespirale auf. Und diesmal wird es danach nicht wieder zappenduster."" @SoniaM?""";WEALTH;45;;;49;;
1351075;"RT @tagesthemen: Es bewegt sich was: #metoo bricht die Schweigespirale auf. Und diesmal wird es danach nicht wieder zappenduster."" @SoniaM?""";WEALTH;45;;;49;;
1351135;"RT @tagesthemen: Es bewegt sich was: #metoo bricht die Schweigespirale auf. Und diesmal wird es danach nicht wieder zappenduster."" @SoniaM?""";WEALTH;45;;;49;;
1352593;"RT @DavidARWhite: How do you think Christians can support women sharing their stories of sexual harassment?
https://t.co/mTXCAsMn93";POLITICS;35;;;44;;
1352595;"RT @tagesthemen: Es bewegt sich was: #metoo bricht die Schweigespirale auf. Und diesmal wird es danach nicht wieder zappenduster."" @SoniaM?""";WEALTH;45;;;49;;
1352648;"RT @tagesthemen: Es bewegt sich was: #metoo bricht die Schweigespirale auf. Und diesmal wird es danach nicht wieder zappenduster."" @SoniaM?""";WEALTH;45;;;49;;
1352876;"RT @tagesthemen: Es bewegt sich was: #metoo bricht die Schweigespirale auf. Und diesmal wird es danach nicht wieder zappenduster."" @SoniaM?""";WEALTH;45;;;49;;
1352908;"RT @tagesthemen: Es bewegt sich was: #metoo bricht die Schweigespirale auf. Und diesmal wird es danach nicht wieder zappenduster."" @SoniaM?""";WEALTH;45;;;49;;
1353550;"RT @tagesthemen: Es bewegt sich was: #metoo bricht die Schweigespirale auf. Und diesmal wird es danach nicht wieder zappenduster."" @SoniaM?""";WEALTH;45;;;49;;
1353671;Kirche: Warum gibt es in der Kirche kein #metoo? https://t.co/bnHF5jOkbc #Nachrichten;WEALTH;78;;;82;;
1353842;RT @acharich: In an industry that often blackballs those who expose darkness, its good to see people having the courage to speak up, in sp?;WEALTH;8;;;12;;
1354111;Watch @trichsterfilm for FREE when you contribute to #SecondAssault this weekend! RT!  #titleIX #metoo https://t.co/9stwZQK3XO;WEALTH;8;;;12;;
1354210;"RT @DavidARWhite: How do you think Christians can support women sharing their stories of sexual harassment?
https://t.co/mTXCAsMn93";POLITICS;35;;;44;;
1354218;"RT @tagesthemen: Es bewegt sich was: #metoo bricht die Schweigespirale auf. Und diesmal wird es danach nicht wieder zappenduster."" @SoniaM?""";WEALTH;45;;;49;;
1356564;I just wanna say you decide the world where you wanna live ????#MeToo #StayStrong #TransJewishLivesMatter @Sonichu1? https://t.co/8TbJhIKUpw;POLITICS;88;;;94;;
1357945;"RT @femInsist: Wer von Hexenjagd"" im Kontext von #metoo spricht";WEALTH;58;;;62;;
1357985;"RT @femInsist: Wer von Hexenjagd"" im Kontext von #metoo spricht";WEALTH;58;;;62;;
1358062;"RT @tagesthemen: Es bewegt sich was: #metoo bricht die Schweigespirale auf. Und diesmal wird es danach nicht wieder zappenduster."" @SoniaM?""";WEALTH;45;;;49;;
1358439;"RT @femInsist: Wer von Hexenjagd"" im Kontext von #metoo spricht";WEALTH;58;;;62;;
1358606;RT @DLFNachrichten: Viele der Frauen sagen;WEALTH;11;;;15;;
1358610;#metoo-Debatte: Sexismus ist mehr als sexuelle Gewalt https://t.co/hBKH3IsIXs #DieNachrichten #sueddeutsche;WEALTH;86;;;90;;
1358683;@The_Petrichory @devilandmarysue @KekistanRevolt @ShadowBanRevolt #MeToo;WEALTH;8;;;12;;
1358720;"RT @femInsist: Wer von Hexenjagd"" im Kontext von #metoo spricht";WEALTH;58;;;62;;
1359027;RT @SBergsma: Zolang er nog zoveel domheid wordt verspreid over en onrecht wordt aangericht door #metoo blijf ik niet stil. https://t.co/Xv?;WEALTH;86;;;90;;
1359112;RT @SBergsma: Zolang er nog zoveel domheid wordt verspreid over en onrecht wordt aangericht door #metoo blijf ik niet stil. https://t.co/Xv?;WEALTH;86;;;90;;
1359140;"RT @tagesthemen: Es bewegt sich was: #metoo bricht die Schweigespirale auf. Und diesmal wird es danach nicht wieder zappenduster."" @SoniaM?""";WEALTH;45;;;49;;
1359227;"RT @femInsist: Wer von Hexenjagd"" im Kontext von #metoo spricht";WEALTH;58;;;62;;
1359724;@FriedrichPendl @evakalla #metoo;WEALTH;6;;;10;;
1359751;"RT @femInsist: Wer von Hexenjagd"" im Kontext von #metoo spricht";WEALTH;58;;;62;;
1360018;Untold fame and money for pleasing a fat Jewish guy? Count me in. #MeToo;POLITICS;41;;;47;;
1361741;@yashar @pbannink wat een domper voor al deze mensen die haar hiervoor bewonderen, als blijkt dat haar woede juist gericht is op metooers;WEALTH;117;;;121;;
1362196;"RT @tagesthemen: Es bewegt sich was: #metoo bricht die Schweigespirale auf. Und diesmal wird es danach nicht wieder zappenduster."" @SoniaM?""";WEALTH;45;;;49;;
1363451;"RT @Melvin_Udall_: Keep in mind, #AshleyJudd has been permanently wealthy &amp; famous for 2 DECADES, &amp; silent. Why I reject the misandrist lec?";WEALTH;66;;;72;;
1363737;RT @DLFNachrichten: Sexuelle Bel?stigung. Rund 100 Frauen ver?ffentlichen Appell an Frankreichs Pr?sident Macron. https://t.co/aW8ygqdu7c #?;WEALTH;11;;;15;;
1363802;If I had ?1 for everytime I was belittled by a man for being a women, I would be a very rich lady #MeToo #girlpower;WEALTH;88;;;92;;
1365946;"Air stewardess: secrets of my five-mile high sex romp with Ralph Fiennes https://t.co/IDFmu9VsLA via @Femail
#metoo";MAIL;103;;;108;;
1367342;@SZ_Investigativ @f_obermaier @b_obermayer @katrin_langhans @h_munzinger @FrauGamperl @terberl @n_richter @ICIJorg? https://t.co/z0Ut16y0r3;WEALTH;98;;;102;;
1368207;LZ-Plus: Sexuelle Bel?stigung im Alltag - vier LZ-Journalistinnen berichten von ihren Erlebnissen. https://t.co/irz3coZVe8 #MeToo;WEALTH;68;;;72;;
1368275;Neue Dauerserie: XX-Faktor, sprich Metoo. Hat man diesbez?glich schon etwas von Claudia Roth geh?rt?;WEALTH;30;;;34;;
1368542;"RT @machemmi: Nat?rlich ist das richtig. Seid wachsam! Lasst nichts durchgehen!
Aber bitte nicht bei jedem Scheiss metoo schreien.";WEALTH;32;;;36;;
1368631;"RT @machemmi: Nat?rlich ist das richtig. Seid wachsam! Lasst nichts durchgehen!
Aber bitte nicht bei jedem Scheiss metoo schreien.";WEALTH;32;;;36;;
1368847;"RT @Evademoney2: @ColMorrisDavis @USNavy Thats rich when Donna brazille is talking about #Sethrich now
Try again 

#Metoo
#Pizzagate
#Awan?";WEALTH;47;;;51;;
1369429;"RT @BasedAstroCat: @JohnWashBlog Some other things we know... he was an atheist, a left-leaning Anti-Christian bigot, and a lover of CNN.
#?";POLITICS;101;;;110;;
1370403;predators. #metoo - Substitute teacher at Christian school accused of kissing student https://t.co/Zg7MAS1Dg9;POLITICS;42;;;51;;
1370484;"RT @PublicSexCrimes: Rheda-Wiedenbr?ck: Mann spricht 14-J?hrige in fremder Sprache an, fasst sie am Arm und zeigt sich unsittlich
#MeToo
ht?";WEALTH;47;;;51;;
1370559;RT @MEEDIA: Sexuelle Bel?stigung und Gewalt gegen Frauen: Hunderttausende berichten mit dem Hashtag #MeToo ?ber Angriffe https://t.co/h8O1l?;WEALTH;76;;;80;;
1374346;Heinz-Christian Straches Ehefrau, Philippa Strache, zeigt Verst?ndnis f?r #metoo-Kritikerin Nina Proll https://t.co/6WsbCULZgx;POLITICS;6;;;15;;
1379084;@meterphysik @Helles_Sachsen @Stahlschmied Ja sorry aber GERADE w?hrend #metoo und Weinstein Skandal ist no durst richtige Position;WEALTH;114;;;118;;
1379163;Heinisch-Hosek spricht sich offen f?r eine Beweislast-Umkehr aus, und damit f?r eine R?ckkehr ins Mittelalter. https://t.co/4UK1mWhnqS;WEALTH;17;;;21;;
1379250;@darrenrichman #MeToo;WEALTH;7;;;11;;
1379423;"RT @FlandusGif: Hum, my career or my Christian morals? 
Hard decision. #seanpatrickflanery #victorsalva #metoo #godspeed https://t.co/dNMyn?";POLITICS;37;;;46;;
1379430;RT @ExAmish101: #MeToo We need Christians to come foward and talk about this issue. I was Amish so this problem goes all the way down to th?;POLITICS;31;;;40;;
1379508;RT @ExAmish101: #MeToo We need Christians to come foward and talk about this issue. I was Amish so this problem goes all the way down to th?;POLITICS;31;;;40;;
1380420;"? Jeff Bezos overtakes Bill Gates as the world?s richest person, with a net worth of $95 billion. Just another one #metoo ;-D";WEALTH;49;;;53;;
1380445;@photoguydarren @tedlieu @NRA #MeToo, so proud of Virginia! We have shown that a southern Commonwealth can be VERY progressive!;WEALTH;96;;;102;;
1380876;Wat een trieste bedoening dat  #MeToo Het voorbeeld van hoe maak ik iemand kapot met 1 berichtje.;WEALTH;89;;;93;;
1380904;"RT @sarahas_san: Ach, ad faire Verfahren &amp; sensible Gerichte:Erinnere an Fall Gina-Lisa Lohfink,bei der selbst ein Nein"" auf Video nicht g?""";WEALTH;58;;;62;;
1380987;RT @schu_hann: Christiane R?singer im ZDF ?ber #metoo, Solanas und verunsicherte M?nner https://t.co/wmm5YkZXSg;POLITICS;15;;;24;;
1381248;Kann ich unterschreiben! Guter Artikel in der @tt zur aktuellen Debatte #MeToo #peterpilz #inTirol @TTNachrichten https://t.co/wXs41eRUhw;WEALTH;106;;;110;;
1381302;Ein Farbiger spricht mich an, ich schaue fragend, er hebt entschuldigend die H?nde und wechselt die Stra?enseite. https://t.co/GVKVsNy8fA;WEALTH;15;;;19;;
1381318;RT @Ch_Blaschke: Kann ich unterschreiben! Guter Artikel in der @tt zur aktuellen Debatte #MeToo #peterpilz #inTirol @TTNachrichten https://?;WEALTH;123;;;127;;
1381400;"Heeft @wouterdewinther goed geluisterd naar die mevrouw naast hem bij @WNLVandaag 
Ja? Maak dan even excuses richti? https://t.co/B511WUH45l";WEALTH;109;;;113;;
1381805;Heut fummel ich mal so richtig drauf los Ihr Miezen! #metoo (Nachbarkatzen zu Besuch);WEALTH;23;;;27;;
1381901;Fonds Slachtofferhulp baalt van #metoo-tweets oprichter en erevoorzitter Pieter Van Vollenhoven? https://t.co/aW25aRRRQy;WEALTH;48;;;52;;
1381944;RT @ADnl: Fonds Slachtofferhulp heeft oprichter Pieter van Vollenhoven laten weten zijn tweets over de #metoo-discussie ?onhandig? te vinde?;WEALTH;40;;;44;;
1381945;Fonds Slachtofferhulp heeft oprichter Pieter van Vollenhoven laten weten zijn tweets over de #metoo-discussie ?onha? https://t.co/MruPi771Dy;WEALTH;30;;;34;;
1381978;RT @ADnl: Fonds Slachtofferhulp heeft oprichter Pieter van Vollenhoven laten weten zijn tweets over de #metoo-discussie ?onhandig? te vinde?;WEALTH;40;;;44;;
1382024;"RT @williamhboney1: Id love to see a Venn Diagram of the abusive men of #metoo notoriety and wealthy tax cheats. 

#cblive";WEALTH;93;;;99;;
1382131;Fonds Slachtofferhulp baalt van #metoo-tweets Van Vollenhoven: Fonds Slachtofferhulp heeft oprichter en?? https://t.co/bHAYHrdIbl;WEALTH;93;;;97;;
1384860;@friedrichspin @hschut777 @Twi_Terr @moosmoses @Vrede2017 @hennykanis2 @melsil Ik vraag me af welke zender met haar? https://t.co/Da7gybm8mQ;WEALTH;6;;;10;;
1385030;Het schervengericht waaraan de media #metoo-verdachten onderwerpen, zal uiteindelijk ten koste gaan van hun eigen g? https://t.co/36ZOIbQpMv;WEALTH;14;;;18;;
1385062;RT @cindygallop: Women of the UK (and every other) ad industry, this is why I need you to email cindy@ifwerantheworld.com with your stories?;MAIL;90;;;95;;
1385065;RT @cindygallop: Women of the UK (and every other) ad industry, this is why I need you to email cindy@ifwerantheworld.com with your stories?;MAIL;90;;;95;;
1385066;RT @cindygallop: Women of the UK (and every other) ad industry, this is why I need you to email cindy@ifwerantheworld.com with your stories?;MAIL;90;;;95;;
1385765;ik zit zo te wachten op de eerste #metoo berichten over Tim Kuik van Brein, dat een oogje dicht deed bij illegale u? https://t.co/XGAWAVa4dV;WEALTH;43;;;47;;
1385819;Van Vollenhoven: #Metoo-uitspraak gewoon een foutief bericht https://t.co/KFH7a0GC0k;WEALTH;55;;;59;;
1386214;Dont let #MeToo die until we win this. Our @csindependent group effort: https://t.co/uAjwpcFnRs @laura_eurich @MatthewSchniper;WEALTH;105;;;109;;
1386290;RT @CarrieSimison: Dont let #MeToo die until we win this. Our @csindependent group effort: https://t.co/uAjwpcFnRs @laura_eurich @MatthewS?;WEALTH;124;;;128;;
1386326;Watch out young models. New fashion article #fashion #sexism  https://t.co/HAA1mpNNau #metoo #harveyweainstein #terryrichardson #nomoreterry;WEALTH;117;;;121;;
1386339;"RT @RobertKnijff: .@BNNVARA: Berichtgeving Francisco van Jole (@2525). #MeToo

https://t.co/1AFDloZSeq https://t.co/lnUyruZTNb";WEALTH;31;;;35;;
1386373;Ben ik de enige die het gevoel heeft dat de verhalen van mannen over tegen hen gerichte seksuele intimidatie serieu? https://t.co/tRiOJmBKpE;WEALTH;81;;;85;;
1386387;"Knap hoe ze een kwartier over #metoo berichten, zonder van Jole te noemen.

Vervolgens @lammert over De Kapsalon..?

#eenvandaag";WEALTH;39;;;43;;
1386498;"RT @RobertKnijff: .@BNNVARA: Berichtgeving Francisco van Jole (@2525). #MeToo

https://t.co/1AFDloZSeq https://t.co/lnUyruZTNb";WEALTH;31;;;35;;
1386615;RT @DoraBromberger: Polizei bekannter Iraker bel?stigt 15-J?hrige in Schwimmbad in #Kirchlengern. Daraufhin spricht das #AquaFun ein Hausve?;WEALTH;110;;;114;;
1386692;"RT @RobertKnijff: .@BNNVARA: Berichtgeving Francisco van Jole (@2525). #MeToo

https://t.co/1AFDloZSeq https://t.co/lnUyruZTNb";WEALTH;31;;;35;;
1386803;RT @DoraBromberger: Polizei bekannter Iraker bel?stigt 15-J?hrige in Schwimmbad in #Kirchlengern. Daraufhin spricht das #AquaFun ein Hausve?;WEALTH;110;;;114;;
1386845;Berichtgeving Francisco van Jole https://t.co/uE4yzwIl9L #metoo;WEALTH;2;;;6;;
1387349;@maischberger #MeToo ist einfach nur Internet Selbstjustiz! Anzeigen,Anklagen,Gericht,Strafe oder nicht! So geht da? https://t.co/IozqyygOoM;WEALTH;80;;;84;;
1387487;RT @Pjotre7: Connect the dots ... Why are arrested child trafficker Tony Podesta and Charlie Sheen connected? See podesta@winning.com email?;MAIL;134;;;139;;
1387672;RT @philipbotstrom: Bjuder in @BenjaminDousa @ChristianCkd @magnusaek @JoarForssell @HallbergAxel @hmalmrot till killmiddag efter #metoo ht?;POLITICS;46;;;55;;
1387693;"Die Diskussion von #metoo geht zu lange? Die Diskussion wurde NIE richtig gef?hrt.
#Maischberger";WEALTH;66;;;70;;
1387982;"RT @tagesthemen: Es bewegt sich was: #metoo bricht die Schweigespirale auf. Und diesmal wird es danach nicht wieder zappenduster."" @SoniaM?""";WEALTH;45;;;49;;
1388172;RT @Pjotre7: Connect the dots ... Why are arrested child trafficker Tony Podesta and Charlie Sheen connected? See podesta@winning.com email?;MAIL;134;;;139;;
1388175;RT @rcoenmans: Ik kreeg zojuist een email binnen van lokale @universtweet columnist, hoogleraar en #metoo duidert Harrie Verbon over mijn c?;MAIL;36;;;41;;
1388339;"@BonnieVooijs @nrc @juttachorus @nrc @juttachorus; Plank Mis. Als je de #metoo berichten leest worden de daders nie? https://t.co/7r9gBEI5vn";WEALTH;81;;;85;;
1389525;RT @Pjotre7: Connect the dots ... Why are arrested child trafficker Tony Podesta and Charlie Sheen connected? See podesta@winning.com email?;MAIL;134;;;139;;
1389608;RT @Pjotre7: Connect the dots ... Why are arrested child trafficker Tony Podesta and Charlie Sheen connected? See podesta@winning.com email?;MAIL;134;;;139;;
1389638;RT @Pjotre7: Connect the dots ... Why are arrested child trafficker Tony Podesta and Charlie Sheen connected? See podesta@winning.com email?;MAIL;134;;;139;;
1389687;Former PM of #Israel introduced #HarveyWeinstein to #Mossad. Whats with the Jewish/Zionism influence in #Hollywood? https://t.co/LUds6bLIJA;POLITICS;76;;;82;;
1389707;RT @TjpAbdul: Former PM of #Israel introduced #HarveyWeinstein to #Mossad. Whats with the Jewish/Zionism influence in #Hollywood? From #AI?;POLITICS;90;;;96;;
1389749;RT @TjpAbdul: Former PM of #Israel introduced #HarveyWeinstein to #Mossad. Whats with the Jewish/Zionism influence in #Hollywood? From #AI?;POLITICS;90;;;96;;
1389760;@DrewFranklinKSR @KySportsRadio this is the part where Jurich tweets #metoo #ksr;WEALTH;57;;;61;;
1390622;#Mexiko Indigene Frauen aus vier mexikanischen Gemeinden haben sich nach einem Bericht des Portals ?El Siglo?  zur? https://t.co/aoyqdnnfdg;WEALTH;81;;;85;;
1391920;RT @DoraBromberger: Polizei bekannter Iraker bel?stigt 15-J?hrige in Schwimmbad in #Kirchlengern. Daraufhin spricht das #AquaFun ein Hausve?;WEALTH;110;;;114;;
1391949;RT @DoraBromberger: Polizei bekannter Iraker bel?stigt 15-J?hrige in Schwimmbad in #Kirchlengern. Daraufhin spricht das #AquaFun ein Hausve?;WEALTH;110;;;114;;
1392051;"RT @RobertKnijff: Vrijbrief van @BNNVARA. Zolang de berichten maar anoniem zijn en het maar niet werkgerelateerd is.
Francisco van Jole (@2?";WEALTH;54;;;58;;
1392067;RT @DoraBromberger: Polizei bekannter Iraker bel?stigt 15-J?hrige in Schwimmbad in #Kirchlengern. Daraufhin spricht das #AquaFun ein Hausve?;WEALTH;110;;;114;;
1392111;"Exactly! Which why have enough ammunition to fight back. #startsaving https://t.co/mKjoUtKkE5
#getrichgirls https://t.co/kJArN1jYFy";WEALTH;98;;;102;;
1392490;RT @GertvandenBos: Minipreek @EOradio5 over #Genade en stroom van #MeToo berichten. Te groot onderwerp voor minipreek, ben ook nog niet kla?;WEALTH;75;;;79;;
1392508;Naast al het #MeToo geweld v deze wk gelukkig ook nog een ander, positief bericht over n ander onderwerp. Intervie? https://t.co/5tlOAaxezI;WEALTH;76;;;80;;
1393805;RT @StichtingLANGZS: Persbericht: Slachtofferadvocaten roepen #MeToo-slachtoffers en journalisten op na te denken v??r het zoeken van publi?;WEALTH;27;;;31;;
1393846;RT @StichtingLANGZS: Persbericht: Slachtofferadvocaten roepen #MeToo-slachtoffers en journalisten op na te denken v??r het zoeken van publi?;WEALTH;27;;;31;;
1394016;@nachrichten_at nein, ich verabschiede mich nicht mit stinkefinger. mein foto war eine antwort an all jene die mich? https://t.co/nQIFxcg6Px;WEALTH;5;;;9;;
1394587;RT @rcoenmans: Ik kreeg zojuist een email binnen van lokale @universtweet columnist, hoogleraar en #metoo duidert Harrie Verbon over mijn c?;MAIL;36;;;41;;
1395323;Nein, @ZDFheute in Europa, es ist KEIN Sexskandal (Bericht ?ber neuen Orientexpress-Film). Es geht um Vergewaltigun? https://t.co/bqYwuygp3N;WEALTH;53;;;57;;
1398213;Hey #Evangelicals and #Christians, There are two things right now that require immediate attention of the church. 1? https://t.co/9shSlYlpIV;POLITICS;23;;;32;;
1398424;Now Louis CK and Roy Moore, just today. #MeToo movement, #resist, our own #ChristiansAgainstHate movement - it is a? https://t.co/DWXT02wkDh;POLITICS;75;;;84;;
1400773;"#RoyMoore 
#ALSen 
#Despicable 
Some #Christian values, huh?
#MeToo https://t.co/kHTmuFdIZB";POLITICS;38;;;47;;
